"KHz","ID","Type","Active","LSB","USB","Sec","Fmt","'Name' and Location","SP","ITU","Region","GSQ","Lat","Lon","Pwr","Notes","Heard In","Logs","First Logged","Last Logged"
269,"HLX","NDB","N","1019","1025","5.726","","'Hillsville'  Galax Hillsville","VA","USA","na","EM96os","36.7708","-80.7917","25","2012-01-01 Michael Oexner reports that it has been or will be deleted.","IL  MD  MI  NC  NS  NY  OH  ON  PA  VA  WV","53","2000-11-18","2009-11-28"
269,"ISB","NDB","N","1006","1020","4.702","","Sibley","IA","USA","na","EN23ci","43.3542","-95.7917","25","Decom per NFDD 018 - 6 01/28/2019","AB  AZ  BC  CA  CO  IA  IL  IN  MI  MN  MO  MT  NC  NE  NY  OH  ON  OR  TN  TX  UT  WA  WI","148","1999-10-23","2017-09-27"
269,"LOR","NDB","N","1036","1037","9.08","","&#039;Lowe&#039;  Fort Novosel  (Ozark)","AL","USA","na","EM71di","31.3542","-85.7083","","!! OZR 03/002 LOR NAV NDB DECOMMISSIONED 2403251622-PERM // Name change per NFDD 079 - 3 (04/25/2023)
Formerly Fort Rucker","AL  CO  FL  IL  MO  NC  NE  OH  PA  SC  TN  TX  VA","69","2003-12-22","2024-02-19"
269,"LRT","NDB","N","1022","1037","3.662","","Lawrenceburg","TN","USA","na","EM65if","35.2292","-87.2917","","Decom NOTAM: LRT 04/137 !MKL 04/137 2M2 NAV LRT NDB OUT OF SERVICE 1504141917 - PERM","AL  AZ  CA  CO  FL  IL  MI  MN  MO  NC  NJ  NY  OH  ON  OR  TN  TX","96","1999-12-26","2016-01-19"
269,"MRH","NDB","N","1004","1012","7.357","","'Morehead'  Beaufort","NC","USA","na","FM14qr","34.7292","-76.625","25","","FL  IL  MA  MD  MI  MO  NC  NH  NJ  NS  NY  OH  ON  PA  TX  VA","94","2002-01-04","2015-05-01"
269,"OSX","NDB","N","","1020","","","Kosciusko","MS","USA","na","EM53fc","33.1042","-89.5417","25","20100804 - Michael Oxner reports it has been deleted.","AZ  FL  IL  MN  MS  TX","14","1996-12-25","2005-11-16"
269,"SGT","NDB","N","","1015","5.14","","Stuttgart","AR","USA","na","EM44ep","34.6458","-91.625","25","Decom NOTAM: SGT 08/008 !SGT 08/008 SGT NAV NDB DECOMMISSIONED 1508171723 - PERM","AR  IL  NC  TN  TX","14","2001-08-13","2012-09-08"
269,"SWT","NDB","N","1020","1017","8.1","","Seward","NE","USA","na","EN10ku","40.8542","-97.125","25","Updated May 1, 2021 to INACTIVE","AZ  BC  CA  CO  IA  IL  KS  MI  MN  MO  MT  NC  NE  OH  ON  OR  TN  TX  UT","193","1999-12-05","2017-03-26"
269,"TOF","NDB","N","1020","1018","6.370","","'Topsfield'  Beverly","MA","USA","na","FN42mo","42.6042","-70.9583","25","","MA  ME  NC  NH  NS  NY  ON","23","2004-12-14","2011-01-31"
269,"YK","NDB","N","","408","10.2","DAID","'Brilliant'  Castlegar","BC","CAN","na","DN19eh","49.3125","-117.625","","On 400Hz since June 2004  - Decom - NavCan modernization phase 5 2021","AB  AZ  BC  CA  CO  ID  IL  MI  MN  MO  MT  NC  NE  NV  OH  OR  TX  UT  VA  WA","422","2001-04-24","2020-09-28"
269,"ZW","NDB","N","","408","10.01","DAID","Teslin","YT","CAN","na","CP30pe","60.1875","-132.708","200","Decom per https://www.navcanada.ca/EN/products-and-services/Pages/NAVAIDs-Modernization-Project.aspx
80' vert.","FIN  HOL  SWE  AB  AZ  BC  CA  CO  IL  OR  TX  UT  WA  YT  HI","121","1990-12-22","2019-09-23"
270,"CGR","NDB","N","1029","1019","7.38","","Campo Grande (MS)","","BRA","sa","GG29pl","-20.5208","-54.7083","1000","","BRA  NS","12","2001-02-17","2015-05-15"
270,"CUP","NDB","N","1021","1013","7.525","","Carupano","","VEN","sa","FK80ip","10.6458","-63.2917","100","","IL  MI  NC  NS  NY  OH  TX","22","2006-03-05","2010-02-04"
270,"EZM","NDB","N","","","","","Eastman","GA","USA","na","EM82kd","32.1458","-83.125","25","Now EZM-266","MS  OH  SC","5","1996-10-03","1999-03-23"
270,"FLO","NDB","N","1017","1030","8.38","ID+4"" gap","Santa Cruz Das Flores","","AZR","eu","HM49jk","39.4375","-31.2083","","INACTIVE","CNR  MRC  AZR  BEL  CZE  DEU  DNK  ENG  ESP  FIN  FRA  GRC  GSY  HOL  IRL  ITA  NIR  NOR  POR  SAR  SCT  SCY  SHE  SVN  SWE  IL  MA  MI  NB  NC  NL  NS  NY  OH  ON  VA","493","1997-11-11","2008-11-19"
270,"NN","NDB","N","","419","","","Nanortalik","","GRL","na","GP70id","60.1458","-45.2917","","","ENG  NB  NS","11","2002-10-08","2010-02-07"
270,"O","NDB","N","","","","","St. John's","NL","CAN","na","GN37no","47.6042","-52.875","","INACTIVE","ENG  FRA  NB  NL  NS","5","2001-09-29","2002-08-11"
270,"OAX","NDB","N","1145","1020","","","Oaxaca","","MEX","ca","EK16pw","16.9375","-96.7083","","Xoxocotlan Intl Apt  City and State of Oaxaca
OTS acording to info provied by Michael Oexner (2006-07-09)","AZ  CA  CO  IL  MI  MS  NC  OH  OR  TX","51","1996-12-28","2006-04-10"
270,"P","NDB","N","","315","1.95","","UNID","","XUN","xx","","","","","","CO  IL  OH","6","2010-02-14","2016-10-30"
270,"PYG","NDB","N","1024","1025","6.0","","Pageland","SC","USA","na","EM94tr","34.7292","-80.375","25","Decom per NFDD 189 - 7 09/28/2018","CO  FL  IL  IN  MA  MD  MI  MO  NC  NE  NH  NJ  NS  NY  OH  ON  PA  QC  SC  TN  TX  VA","159","2001-12-19","2019-09-07"
270,"SRD","NDB","N","1005","1015","3.5","","XUN","","XUN","xx","","","","","20070830 Reported by Dick Palmer","AZ  CA","2","2007-08-30","2007-08-31"
270,"SRL","NDB","N","1007","1016","4.0","","Santa Rosalia, Baja California Sur","","MEX","ca","DL37vf","27.2292","-112.208","","2012-06-21 Reported off the air","AZ  BC  CA  CO  IL  MI  NC  OH  OR  TX  UT  WA","70","2008-06-29","2012-05-12"
270,"TPF","NDB","N","1037","1030","7.855","","'Knight'  Tampa","FL","USA","na","EL87sv","27.8958","-82.4583","","20110425 - Michael Oexner reports it is deleted or planned to be deleted. -- Lee Parshook reports it will be decommissioned 20110113","AZ  CA  CO  FL  IL  KS  MI  NC  NS  OH  ON  OR  TX  VA","73","1999-12-26","2011-01-10"
270,"TST","NDB","N","977","968","3.0","","UNID","","XUN","xx","","","","","20071031-reported by Phil Atchley 
20080626-reported by Dick Palmer - unknown, very strong this morning. -980, +990 overmodulating for sure, spurs on 269.020, 267.032, 268.032, 271.990.  Last reported on October 31, 2007 in RNA.  Perhaps this is a portable beacon used for the fire fighting operations
                                          currently going on in my area?","AZ  CA  UT","8","2007-10-31","2008-06-28"
270,"ZNF","NDB","N","","370","10.59","ID+5"" tone","&#039;Wabana&#039;  Saint John&#039;s","NL","CAN","na","GN37no","47.6042","-52.875","","","DEU  ENG  ESP  FIN  FRA  HOL  NIR  NOR  SCT  SWE  IL  MA  ME  MI  NB  NC  NH  NJ  NS  NY  OH  ON  PA  PE  QC  TX","189","2002-10-06","2021-12-17"
271,"GV","NDB","N","","~1020","","","Kansas City","MO","USA","na","EM29pf","39.2292","-94.7083","","","IL  MN","2","1999-11-29","2003-10-02"
271,"IBO","NDB","N","","1035","9.8","","Idabel","OK","USA","na","EM23nv","33.8958","-94.875","","","AZ  CO  TX","5","2004-02-20","2004-12-31"
271,"SC","NDB","N","1040","1038","6.0","","'Jotly'  Stockton","CA","USA","na","CM97kt","37.8125","-121.125","25","2011-10-29  Don Tomkinson reports its been decommissioned","AZ  BC  CA  CO  OR  UT  WA","128","1998-03-21","2011-09-17"
272,"CB","NDB","N","1025","1046","","","Columbus","OH","USA","na","EN80la","40.0208","-83.0417","","Now CHC-272","IL  OH  PA","5","1991-01-08","2003-11-30"
272,"CHC","NDB","N","1025","1048","6.524","","'Grens'  Columbus","OH","USA","na","EN80la","40.0208","-83.0417","","Was OH-272 - Decommissioned 20131224","IL  MA  MI  MO  NC  NH  NY  OH  ON  TX  VA","52","2004-04-04","2013-02-24"
272,"GLS","NDB","N","1018","1019","7.2","","Galapagos","","GAL","sa","EI49un","-0.4375","-90.2917","","Confirmed decom by Michael Oexner. August 12, 2021","FIN  AZ  BC  CA  CO  FL  IL  MN  MO  NC  NE  NH  NS  OH  ON  OR  TN  TX","201","2010-10-10","2019-11-10"
272,"GP","NDB","N","1050","1044","6.037","","&#039;Galex&#039;  Grand Rapids","MN","USA","na","EN37gd","47.1458","-93.4583","","!GPZ 06/018 GPZ NAV ILS RWY 34 GALEX LOM OUT OF SERVICE 1906201823-PERM","AZ  BC  CA  CO  IL  MA  MI  MN  MO  MT  NC  NE  NH  NS  NY  OH  ON  OR  TN  TX  WI","183","2000-01-16","2019-04-28"
272,"HNR","NDB","N","1010","1006","4.487","","Harlan","IA","USA","na","EN21hn","41.5625","-95.375","25","2011-11-02 Don Tomkinson reports its been decommissioned 10/09","AB  AZ  BC  CA  CO  IL  MI  MN  MO  MS  NC  NY  OH  ON  OR  TN  TX  WI","74","1990-01-02","2010-11-19"
272,"LS","NDB","N","1025","1016","8.6","","&#039;Mindi&#039;  La Crosse","WI","USA","na","EN44ia","44.0208","-91.2917","","Decom per NFDD 140 - 5 (07/22/2024) // NOTAM 12/125: La Crosse Municipal Airport (KLSE) !LSE 12/125 LSE NAV ILS RWY 18 MINDI LOM U/S 2012311439-2210262000EST  CREATED: 31 Dec 2020 14:39:00 SOURCE: MOCC","CA  IL  MN  MO  OH  TX  WI","49","1999-08-26","2019-10-17"
272,"MLK","NDB","N","1037","1040","4.6","Cont. ID","Malta","MT","USA","na","DN68bi","48.3542","-107.875","","Decom NOTAM: MLK 04/037 !GTF 04/037 M75 NAV MLK NDB OUT OF SERVICE 1504141512 - PERM -- Decom per NFDD   226 - 9 11/22/2019","AB  AZ  BC  CA  CO  ID  IL  MI  MN  MO  MT  NC  NM  NV  OH  ON  OR  TX  UT  WA","194","1991-01-04","2015-03-17"
272,"MMY","NDB","N","1027","1021","","","Many","LA","USA","na","EM31fn","31.5625","-93.5417","","FAA Charts indicate its been Shutdown","AZ  CO  IL  MI  MS  NC  NV  OH  OR  TX","27","1997-02-23","2012-01-07"
272,"MUT","NDB","N","","","","","Mascatine","IA","USA","na","EN41ki","41.3542","-91.125","","","IL","1","1999-03-17","1999-03-17"
272,"OJA","NDB","N","1012","1018","7.0","","Weatherford","OK","USA","na","EM05pm","35.5208","-98.7083","","+2024 Hz 2X sdb harmonic rptd; Now listed by FAA as off air (Michael Oexner, 2006-09-02) but heard since (Dick Palmer, 2006-09-30)","AZ  CA  CO  IL  MI  MN  MS  NM  OR  TX","51","1998-02-19","2006-11-01"
272,"OLD","NDB","N","1039","1037","7.877","","Old Town","ME","USA","na","FN55qa","45.0208","-68.625","","2014-04-20 Michael Oexner reports that has been or will be Decommissioned.","CT  IL  MA  ME  NB  NC  NH  NL  NS  NY  OH  ON","49","2001-10-03","2012-09-30"
272,"PFH","NDB","N","1015","1014","6.464","","&#039;Philmont&#039;  Hudson","NY","USA","na","FN32dg","42.2708","-73.7083","25","!! Decom per NFDD 057 - 3  (03/22/2024)  // ULS WRLB2399 // still transmitting in Nov 2024","CO  CT  IL  MA  MD  ME  MI  MO  NC  NE  NH  NJ  NS  NY  OH  ON  PA  QC  TX  VA  VT","264","2003-01-14","2024-11-14"
272,"PIM","NDB","N","1010","1013","4.81","","Pine Mountain","GA","USA","na","EM72nu","32.8542","-84.875","25","GEORGIA NFDD 197 - 4 10/14/2021 PINE MOUNTAIN PINE MOUNTAIN NDB IDENT PIM LAT 32-50-34.3302 N
LONG 084-52-21.6264 W NAVAID STATUS DECOMMISSIONED MODIFIED October 17, 2021","AZ  BC  CO  FL  IL  MI  MO  MS  NC  NJ  NY  OH  ON  OR  TN  TX  VA","102","1998-03-13","2016-02-28"
272,"RN","NDB","N","","1020","8.0","","UNID","","XUN","xx","","","","","20080123 reported by Don Thomkinson","CA","1","2008-01-23","2008-01-23"
272,"RNV","NDB","N","1012","1033","5.81","","'Renova'","MS","USA","na","EM43ot","33.8125","-90.7917","25","2012-03-31 Michael Oexner reports that its been deleted","IL  LA  MI  NC  TX","9","2006-10-01","2010-10-18"
272,"SIK","NDB","N","","","","","Sikeston","MO","USA","na","EM56fv","36.8958","-89.5417","","Decommissioned","MO","1","2001-08-13","2001-08-13"
272,"TYC","NDB","N","1029","1005","6.38","","'Taylor Co.'  Campbellsville","KY","USA","na","EM77jj","37.3958","-85.2083","25","2012-02-15 Dick Palmer reports its still on the air -- 2011-11-02 Don Tomkinson reports its been decommissioned 6/09 -- LOU 12/063 AAS NAV TYC NDB OUT OF SERVICE 1712071122-1806292000EST","CA  CO  FL  IL  IN  MA  MI  MO  MS  NC  NY  OH  ON  TN  TX  VA","48","1996-05-20","2012-04-04"
272,"UCP","NDB","N","1040","1005","6.69","","&#039;Castle&#039;  New Castle","PA","USA","na","EN91ta","41.0208","-80.375","25","!! AOO 12/065 UCP NAV NDB U/S 2312081753-2406092111EST","CO  IL  MA  MI  MO  NC  NH  NJ  NS  NY  OH  ON  PA  QC  TN  TX  VA  WV","105","1990-12-20","2019-10-18"
272,"ULM","NDB","N","1020","1016","6.52","","New Ulm","MN","USA","na","EN24sh","44.3125","-94.4583","25","","AZ  BC  CO  IA  IL  MI  MN  MO  NC  NE  NY  OH  OR  TX","92","2001-12-14","2014-09-13"
272,"V1","NDB","N","1019","971","10.0","DBID","Moose Jaw Muni","SK","CAN","na","DO70hk","50.4375","-105.375","","DAID rptd","AB  AZ  BC  CA  CO  IL  OR  TX  WA","38","1988-12-19","2010-04-03"
272,"W","NDB","N","","","","","","QC","CAN","na","FN25wo","45.6042","-74.125","","Now ZMR-272","NL  NS  ON","3","1999-12-20","2002-01-01"
272,"XS","NDB","N","398","400","10.12","DAID","Prince George","BC","CAN","na","CO83qt","53.8125","-122.625","25","Phase 9 decom 29Dec22","FIN  SWE  AB  AZ  BC  CA  CO  ID  IL  KS  MI  MN  MO  MT  NC  NE  NS  NV  OH  OR  TN  TX  UT  WA  YT  HI","514","1988-12-19","2022-07-27"
272,"YLB","NDB","N","402","403","10.0","DAID","Lac La Biche","AB","CAN","na","DO34xs","54.7708","-112.042","708","Deleted 25Apr19 per DT (CLE234)","FIN  SWE  AB  AZ  BC  CA  CO  FL  ID  IL  MI  MN  MO  MT  NC  NE  NM  NS  NV  OH  OR  TN  TX  UT  WA  WI  YT","310","1988-12-19","2018-11-03"
272,"YQA","NDB","N","421","403","9.88","DAID","Muskoka","ON","CAN","na","FN05ia","45.0208","-79.2917","400","!! Decom NAVAIDs Modernization Program phase 3 - Mar 2020","DEU  ENG  ESP  FIN  HOL  SCT  AZ  BC  CA  CO  CT  FL  IA  IL  IN  KS  LA  MA  MD  ME  MI  MN  MO  MS  NB  NC  NE  NH  NJ  NL  NM  NS  NY  OH  ON  OR  PA  QC  SC  TN  TX  UT  VA  VT  WA  WI  WV","724","1993-10-11","2020-10-05"
272,"ZMR","NDB","N","","371","10.55","DAID","'Mirabel'  Montreal","QC","CAN","na","FN25wo","45.6042","-74.125","200","Phase 9 decom 29Dec22","DEU  ENG  HOL  SCT  AZ  CO  CT  FL  IA  IL  IN  MA  MD  ME  MI  MN  MO  NB  NC  NE  NH  NJ  NS  NY  OH  ON  OR  PA  PE  QC  RI  TN  TX  VA  VT  WI","512","2001-02-15","2022-12-29"
273,"DOM","NDB","N","1020","1022","3323","ID+4"" gap","Marigot","","DMA","ca","FK95in","15.5625","-61.2917","100","NDB 'DOM' 273KHZ U/S CREATED: 29 Aug 2022 17:46:00 SOURCE: TTPPYNYX /// NOTAM extended again to 27Nov22:","ATG  DEU  ENG  ESP  FRA  HOL  NOR  SCT  ATG  AZ  CA  CO  FL  IL  MA  MI  MO  NC  NH  NS  NY  OH  ON  OR  QC  TX","232","2007-11-11","2017-08-28"
273,"IKY","NDB","N","","","","","Unknown","","XUN","xx","","","","","UNID (2000-12-22 Ray Rocker)","MS","1","2000-01-22","2000-01-22"
273,"TST","NDB","N","1020","1020","8.125","","Unknown","","XUU","xx","","","","","","MI  NC  NS","4","2007-10-22","2015-12-13"
273,"ZV","NDB","N","413","389","10.0","DAID","Sept-Iles","QC","CAN","na","FO60we","50.1875","-66.125","500","INACTIVE - YZV 03/020 YZV  CYZV AMEND PUB: ZV NDB 273 DECOMSND 1803291818-PERM","DEU  ENG  ESP  FIN  FRA  HOL  IRL  NIR  SAR  SCT  AZ  BC  CA  CO  CT  FL  IL  IN  LA  MA  MD  ME  MI  MN  MO  MS  NB  NC  NE  NH  NJ  NL  NS  NY  OH  ON  OR  PA  QC  TN  TX  UT  VA  WV","453","1995-07-30","2015-06-02"
274,"CAN","NDB","N","1052","1028","8.4","","'Carney'  Bremerton","WA","USA","na","CN87nj","47.3958","-122.875","","2014-08-25 Michael Oexner reports that has been or will be Decommissioned.","BC  CA  OR  UT  WA","87","2000-11-28","2014-03-30"
274,"CQI","NDB","N","","","","","Council (Municipal)","ID","USA","na","DN24gr","44.7292","-115.458","50","","AB  PA","2","1988-12-14","1990-12-20"
274,"DLC","NDB","N","1034","1017","7.453","","Dillon","SC","USA","na","FM04hk","34.4375","-79.375","25","!AND 05/272 DLC NAV NDB U/S 2005211202-2011212111EST  --  Rptd miskeying ''DL'' /// Updated May 1, 2021 to INACTIVE","FL  IL  MI  NC  NH  OH  ON  SC  TN  TX  VA","44","2000-08-06","2018-09-02"
274,"EW","NDB","N","1018","1018","3.0","","Nefor","MA","USA","na","FN41lo","41.6042","-71.0417","","NOTAM from July 2013 has it OTS","MA  ME  NH  NY","11","2005-09-28","2013-02-24"
274,"FR","NDB","N","","405","10.1","DAID","Fort Resolution","NT","CAN","na","DP31ed","61.1458","-113.625","","US 28 Feb 22   Decom - NavCan modernization phase 7 Jan 2022","FIN  SWE  AB  AZ  BC  CA  CO  IL  MI  MN  MO  MT  NC  NE  NV  OH  OR  TX  UT  WA  YT","218","1988-10-08","2021-02-22"
274,"GB","NDB","N","73","1015","8.40","","Great Barrier Island","","NZL","oc","RF73rs","-36.2292","175.458","125","! Deleted per NDB Change(B)Log -- WWSU shows 50W, Dick reported 125w","NCL  NI  NW  SA  TA  VI  OR  HI","83","2005-11-16","2019-08-08"
274,"SAL","NDB","N","2","1","10.17","ID+5"" tone","Sal Island / Amilcar Cabral","","CPV","af","HK86mq","16.6875","-22.9583","3000","","CNR  CPV  MTN  BAL  BEL  CZE  DEU  DNK  ENG  ESP  FIN  FRA  GRC  GSY  HNG  HOL  HRV  IRL  ITA  LVA  NIR  NOR  POL  POR  RUS  SAR  SCT  SCY  SHE  SUI  SVN  SWE  IL  MA  ME  MI  NB  NC  NH  NS  NY  OH  ON  QC  TX","1164","1996-09-21","2020-05-29"
274,"YPM","NDB","N","424","366","10.5","DAID","Pikangikum","ON","CAN","na","EO31at","51.8125","-93.9583","25","!! Phase 3 decom  March 2020","AB  AZ  BC  CA  CO  IA  IL  IN  KS  MA  MI  MN  MO  MS  MT  NC  NE  NH  NM  NS  NV  NY  OH  ON  OR  PA  QC  TN  TX  UT  VA  WA  WI  HI","485","1987-11-20","2023-02-25"
274,"Z5","NDB","N","","358","10.4","DAID","Vulcan","AB","CAN","na","DO30ij","50.3958","-113.292","","","AB  AZ  BC  CA  CO  ID  IL  MO  MT  NC  OR  TX  UT  WA","151","1988-12-31","2013-02-24"
275,"ADF","NDB","N","1032","1030","7.918","","Arkadelphia","AR","USA","na","EM34kb","34.0625","-93.125","25","","AZ  CA  CO  FL  IL  LA  MI  MN  MO  NC  NJ  OH  ON  OR  TN  TX","111","2000-10-13","2014-12-08"
275,"AV","NDB","N","385","388","10.6","DAID","St  Andrews  (Winnipeg)","MB","CAN","na","EO10lb","50.0625","-97.0417","80","Decom as per Navcan list May 1, 2021","AB  AZ  BC  CA  CO  IA  IL  IN  MI  MN  MO  MS  MT  NC  NE  NJ  NM  NV  NY  OH  ON  OR  TN  TX  UT  WA  WI","293","1988-10-08","2020-09-10"
275,"BBN","NDB","N","1041","1043","9.97","","Babylon","NY","USA","na","FN30hq","40.6875","-73.375","50","DECOM","CT  IL  MA  MD  NC  NH  NJ  NS  NY  OH  ON  PA  QC  TN  TX  VA","120","2004-12-22","2021-04-27"
275,"BKK","NDB","N","1032","1025","8.545","","'Tri County'  Bonifay","FL","USA","na","EM70eu","30.8542","-85.625","","2014-08-25 Michael Oexner reports that has been or will be Decommissioned. NFDD 184 - 2 09/22/2017","AL  FL  IL  MI  MS  NC  OH  TX","20","1998-02-19","2013-04-19"
275,"BQ","NDB","N","1020","1020","8.601","","'Jeffi'  Brunswick","GA","USA","na","EM91ff","31.2292","-81.5417","","At some point there was a posting on the NDBList that this beacon was removed from service,  but I can't remember who posted it or when.","NC","3","2007-10-24","2008-12-27"
275,"CJY","NDB","N","1035","1024","8.2","","'Clay'  Utica","NY","USA","na","FN23ib","43.0625","-75.2917","","","CO  ON","6","2004-02-24","2006-12-27"
275,"CM","NDB","N","","1018","5.97","","'Galey'  Hancock","MI","USA","na","EN57tc","47.1042","-88.375","","","IL  MN","10","2003-02-18","2009-05-12"
275,"CW","NDB","N","1050","1044","4.879","","'Danci'  Mosinee","WI","USA","na","EN54cs","44.7708","-89.7917","","CWA 04/183  CWA NAV NDB OUT OF SERVICE 1804261600-PERM","CO  IL  MA  MI  MN  MO  NC  NH  NY  OH  ON  OR  TX","91","1999-10-01","2017-03-16"
275,"CZF","NDB","N","1030","1017","8.47","","Cape Romanzof","AK","ALS","na","AP61xs","61.7708","-166.042","","!PACZ 05/001 CZF NAV NDB U/S 2505051558-2511052111EST","FIN  AK  BC  CA  OR  WA  HI","46","2004-08-21","2022-08-27"
275,"DY","NDB","N","396","395","8.0","","'Lexey'  Kansas City","MO","USA","na","EM29pj","39.3958","-94.7083","","2013-10-25 Dick Palmer reports its OTS","AZ  CA  CO  IL  MI  MN  MO  MS  NC  NE  OH  ON  OR  TN  TX  VA","82","1998-12-09","2013-02-24"
275,"EZT","NDB","N","1026","1008","7.249","","Elizabethton","TN","USA","na","EM86uh","36.3125","-82.2917","","2013-10-05 Doug Williams reports it has been decommissioned -- Actual Lat /Lon is 36 19 26.28 N, 82 16 11 W 2013-07-23 George Muha reports not hearing it while looking for it in the trees on the golf course.","IL  MI  NC  OH  TX","21","2003-12-26","2013-02-24"
275,"FPR","NDB","N","1037","1039","8.115","","Fort Pierce","FL","USA","na","EL97tl","27.4792","-80.375","49","FPR 11/001 FPR NAV NDB OUT OF SERVICE 1711011357-1805312000EST - !FPR 05/015 FPR NAV NDB OUT OF SERVICE 1805311123-1811302000EST CREATED: 31 May 2018 11:23:00 SOURCE: AOCC","AZ  FL  IL  MA  MD  MI  MO  MS  NC  NS  NY  OH  ON  TX","65","1999-03-24","2014-12-31"
275,"GEY","NDB","N","1053","1051","7.475","","Greybull","WY","USA","na","DN54xm","44.5208","-108.042","50","ULS WRLB3034 Fast ID;'T' ant - /// GEY 275 Greybull - South Big Horn County Apt, WY, OTS to 23Dec23est:/// Decom !GEY 08/003 GEY NAV NDB DECOMMISSIONED 2208111827-PERM","AB  AZ  BC  CA  CO  GA  ID  IL  KS  MI  MN  MO  MT  NC  NE  NH  NM  NS  NV  OH  ON  OR  PA  TN  TX  UT  WA  WI  WY","506","1988-12-19","2022-06-02"
275,"GUY","NDB","N","1055","1013","6.048","","Guymon","OK","USA","na","DM96fq","36.6875","-101.542","25","!! GUY 12/002 GUY NAV NDB U/S 2512311331-2612312000EST","AB  AZ  BC  CA  CO  FL  GA  IL  IN  KS  LA  MI  MN  MO  MS  MT  NC  NE  NH  NM  NS  NV  NY  OH  OK  ON  OR  PA  TN  TX  UT  WA  WI","556","1998-11-13","2024-03-10"
275,"HPY","NDB","N","","1030","","","'Humphrey'  Baytown","TX","USA","na","EL29ms","29.7708","-94.9583","","Decommissioned","AZ  BC  CA  MS","6","1997-12-22","2008-10-28"
275,"IKV","NDB","N","1041","1042","6.36","","Ankeny","IA","USA","na","EN31fq","41.6875","-93.5417","25","20110425 - Michael Oexner reports it is deleted or planned to be deleted. -- Was IKV-293","AZ  BC  CO  IL  KS  MD  MI  MN  NC  NY  OH  ON  OR  TN  TX  WI","46","2000-01-16","2008-12-31"
275,"ING","NDB","N","1056","","","","Ambler","PA","USA","na","FN20id","40.1458","-75.2917","","NAVAID STATUS DECOMMISSIONED ..RMK  DATA  EFFECTIVE 19MAY22","MD  NC  ON  VA","6","2003-01-18","2004-12-12"
275,"ISN","NDB","N","","1020","","","Williston","ND","USA","na","DN88ed","48.1458","-103.625","100","Decom per NFDD 209 - 3 10/30/2017

Information from Airnav.com via Jim Smith (2004-12-30):

''Listed as 'DO NOT CHART' (@AirNav) Privately owned -  Those two
together usually add up to an 'active only on request' beacon.  Listed as 24 hour operation, but I don't believe it.''","IL","1","2001-02-01","2001-02-01"
